"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"BERY","BPC Acquisition Corp","18.65","2108707588.15","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/bery",
"BPZ","BPZ Resources, Inc","2.35","274769559.95","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bpz",
"BRC","Brady Corporation","33","1694954910","n/a","1971","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/brc",
"BDN^E","Brandywine Realty Tr","26.16","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bdn^e",
"BDN","Brandywine Realty Trust","14.92","2168809663.76","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bdn",
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","4.95","289190880","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lnd",
"BAK","Braskem S.A.","16.02","6376845825.9","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bak",
"BRE","BRE Properties, Inc.","51.28","3950809910","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bre",
"BRE^D","BRE Properties, Inc.","25.45","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bre^d",
"BRFS","BRF-Brasil Foods S.A.","22.99","20058159925.54","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/brfs",
"BPI","Bridgepoint Education, Inc.","10.36","560566287.4","n/a","1987","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/bpi",
"BGG","Briggs & Stratton Corporation","24.15","1163437214.1","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bgg",
"BFAM","Bright Horizons Family Solutions Inc.","33.24","2145105938.52","n/a","n/a","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/bfam",
"EAT","Brinker International, Inc.","38.79","2745631181.07","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/eat",
"BCO","Brink&#39;s Company (The)","26.72","1278944864.16","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/bco",
"BMY","Bristol-Myers Squibb Company","41.19","67670924093.61","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmy",
"BMY^","Bristol-Myers Squibb Company","570.1","0","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmy^",
"BRS","Bristow Group Inc","65.76","2377266020.64","n/a","1997","Transportation","Transportation Services","http://www.nasdaq.com/symbol/brs",
"BR","Broadridge Financial Solutions, Inc.","24.16","2944019264.32","n/a","1988","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/br",
"BKD","Brookdale Senior Living Inc.","27.59","3386339323.16","n/a","2005","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/bkd",
"BAM","Brookfield Asset Management Inc","37.86","23622537482.76","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/bam",
"BAM$","Brookfield Asset Management Inc","30.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bam$",
"BOXC","Brookfield Canada Office Properties","29.18","762755804.04","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/boxc",
"INF","Brookfield Global Listed Infrastructure Income Fund","22.5","174492900","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/inf",
"BIP","Brookfield Infrastructure Partners LP","38.11","5471374765.05","n/a","1985","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bip",
"BOI","Brookfield Mortgage Opportunity Income Fund Inc.","20.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/boi",
"BPO","Brookfield Office Properties Inc.","17.67","8923575575.22","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/bpo",
"BPY$","Brookfield Property Partners L.P.","21.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bpy$",
"BRP","Brookfield Residential Properties Inc.","23.47","2778254279.41","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/brp",
"HTR","Brookfield Total Return Fund Inc.","25.25","264030362","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/htr",
"BRO","Brown & Brown, Inc.","31.5","4534777453.5","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/bro",
"BF/A","Brown Forman Corporation","72.15","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bf/a",
"BF/B","Brown Forman Corporation","70.38","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bf/b",
"BWS","Brown Shoe Company, Inc.","16.39","703638532.74","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/bws",
"BRT","BRT Realty Trust","7.22","102465424.14","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/brt",
"BC","Brunswick Corporation","32.91","2976421537.5","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bc",
"BT","BT Group plc","42.32","34495992748.64","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bt",
"BPL","Buckeye Partners L.P.","61.02","5938590880.8","n/a","1986","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bpl",
"BKI","Buckeye Technologies, Inc.","30.06","1168319264.58","n/a","1973","Basic Industries","Paper","http://www.nasdaq.com/symbol/bki",
"BKE","Buckle, Inc. (The)","47.76","2307920760.24","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","24.32","6182936126.72","n/a","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","5.06","86465021.94","n/a","2004","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/bbw",
"BG","Bunge Limited","67.9","9951150566.7","n/a","2001","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bg",
"BKW","Burger King Worldwide Inc.","18.46","6475210711.06","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bkw",
"CJES","C&J Energy Services, Inc.","20.67","1116747928.92","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cjes",
"BCR","C.R. Bard, Inc.","102.84","8457887191.44","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bcr",
"GYB","CABCO Series 2004-101 Trust","20.98","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","17","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pfh",
"CAB","Cabela&#39;s Inc","61.19","4286758091.66","n/a","1994","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/cab",
"CVC","Cablevision Systems Corporation","14.51","3842207676.71","n/a","1986","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cvc",
"CBT","Cabot Corporation","34.51","2200905549.78","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cbt",
"COG","Cabot Oil & Gas Corporation","69.55","14629496001.9","n/a","1990","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","56.9","1309351391.2","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/caci",
"CAE","CAE Inc","9.99","2597190799.41","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cae",
"CAP","Cai International, Inc.","29.39","648197302.31","n/a","2007","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/cap",
"DVR","Cal Dive International, Inc.","1.84","180087617.2","n/a","2006","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/dvr",
"CCC","Calgon Carbon Corporation","17.55","947656809.45","n/a","1986","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ccc",
"CWT","California Water  Service Group Holding","20.21","848425763.53","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwt",
"CALX","Calix, Inc","8.98","439270268.78","n/a","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","7.03","499751754.29","n/a","1992","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/ely",
"CPE","Callon Petroleum Company","3.57","142343803.98","n/a","1987","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpe",
"CPN","Calpine Corporation","20.88","9509951764.8","n/a","1996","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpn",
"CBM","Cambrex Corporation","12.65","378707439.55","n/a","1987","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbm",
"CPT","Camden Property Trust","72.07","6333138421.54","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cpt",
"CCJ","Cameco Corporation","19.76","7813009487.92","n/a","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ccj",
"CIS","Camelot Information Systems","1.71","75933133.11","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/cis",
"CAM","Cameron International Corporation","63.61","15770734302.18","n/a","1993","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/cam",
"CPB","Campbell Soup Company","45.51","14298012365.31","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cpb",
"CCG","Campus Crest Communities, Inc.","14.26","918486585.74","n/a","1993","Finance","Real Estate","http://www.nasdaq.com/symbol/ccg",
"CCG^A","Campus Crest Communities, Inc.","27","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ccg^a",
"CM","Canadian Imperial Bank of Commerce","77.77","31162120842.93","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cm",
"CNI","Canadian National Railway Company","97.62","41481464819.46","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/cni",
"CNQ","Canadian Natural Resources Limited","31.94","34900912036.92","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cnq",
"CP","Canadian Pacific Railway Limited","122.55","21378940638","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/cp",
"CAJ","Canon, Inc.","36.24","41777156385.84","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/caj",
"CMN","Cantel Medical Corp.","30.08","822019502.08","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cmn",
"COF^P","Capital One Financial Corp","25.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^p",
"COF","Capital One Financial Corporation","55.76","32558490329.84","n/a","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/cof",
"COF/WS","Capital One Financial Corporation","19.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof/ws",
"CSU","Capital Senior Living Corporation","25.62","731509234.26","n/a","1997","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/csu",
"CT","Capital Trust, Inc.","2.57","75214940.98","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ct",
"CSE","CapitalSource Inc","9.34","1902074094.6","n/a","1972","Finance","Major Banks","http://www.nasdaq.com/symbol/cse",
"LSE","Caplease, Inc.","6.6","501178735.2","n/a","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lse",
"LSE^A","Caplease, Inc.","25.11","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lse^a",
"LSE^B","Caplease, Inc.","27.2","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lse^b",
"LSE^C","Caplease, Inc.","25.984","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lse^c",
"CMO","Capstead Mortgage Corporation","13.06","1247663696.48","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmo",
"CMO^A","Capstead Mortgage Corporation","22.01","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmo^a",
"CMO^B","Capstead Mortgage Corporation","15.6","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmo^b",
"CRR","Carbo Ceramics, Inc.","91.8","2123995051.8","n/a","1987","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/crr",
"CAH","Cardinal Health, Inc.","42.95","14639926305.45","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/cah",
"CFN","CareFusion Corporation","34.83","7752835300.05","n/a","1996","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cfn",
"CSL","Carlisle Companies Incorporated","67.34","4280875584.44","n/a","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/csl",
"KMX","CarMax Inc","43.31","9882012512.93","n/a","1997","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kmx",
"CCL","Carnival Corporation","34.08","27519378343.68","n/a","1987","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/ccl",
"CUK","Carnival Plc ADS","34.87","28157298205.52","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/cuk",
"CRS","Carpenter Technology Corporation","47.03","2478214904.26","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/crs",
"CSV","Carriage Services, Inc.","21.63","392628041.19","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/csv",
"CRI","Carter&#39;s, Inc.","59.58","3537592945.38","n/a","2003","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/cri",
"CSH","Cash America International, Inc.","49.63","1429903826.4","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/csh",
"CAS","Castle (A.M.) & Co.","17.67","410109903.63","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/cas",
"CAT","Caterpillar, Inc.","86.57","56707548039.01","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cat",
"CATO","Cato Corporation (The)","24.83","727193751.83","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cato",
"CBZ","CBIZ, Inc.","6.2","313455055.4","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cbz",
"CBL","CBL & Associates Properties, Inc.","24.01","3877602682.87","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cbl",
"CBL^D","CBL & Associates Properties, Inc.","25.38","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbl^d",
"CBL^E","CBL & Associates Properties, Inc.","25.34","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbl^e",
"CBO","CBO (Listing Market - NYSE - Networks A/E)","24.46","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbo",
"IGR","CBRE Clarion Global Real Estate Income Fund","9.81","1143752746.14","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/igr",
"CBG","CBRE Group, Inc.","25.51","8448438534.4","n/a","2004","Finance","Real Estate","http://www.nasdaq.com/symbol/cbg",
"CBS","CBS Corporation","46.61","27334361182.47","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cbs",
"CBS/A","CBS Corporation","46.55","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbs/a",
"CBX","CBX (Listing Market NYSE Networks AE","0.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbx",
"CDI","CDI Corporation","17.1","331055709.3","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/cdi",
"CEC","CEC Entertainment, Inc.","33.11","599007743.95","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cec",
"FUN","Cedar Fair, L.P.","40.3","2241555033.9","n/a","1987","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/fun",
"CDR","Cedar Realty Trust, Inc.","6.31","456253453.41","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cdr",
"CDR^B","Cedar Realty Trust, Inc.","25.7","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdr^b",
"CGI","Celadon Group, Inc.","18.73","429392011.53","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cgi",
"CE","Celanese Corporation","44.51","7106951803.51","n/a","1984","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ce",
"CLS","Celestica, Inc.","8.31","1371183854.94","n/a","1998","Technology","Electrical Products","http://www.nasdaq.com/symbol/cls",
"CEL","Cellcom Israel, Ltd.","9.49","944079311.63","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cel",
"CPAC","Cementos Pacasmayo S.A.A.","14.21","1510413511.95","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cpac",
"CX","Cemex S.A.B. de C.V.","12.44","13545490937.64","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cx",
"CNCO","Cencosud S.A.","17.81","13989239649.84","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cnco",
"CVE","Cenovus Energy Inc","31.12","23508919608.96","n/a","1985","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cve",
"CNC","Centene Corporation","45.8","2399770417.2","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cnc",
"CNP","CenterPoint Energy, Inc.","24.1","10312830355.2","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cnp",
"EBR","Centrais Electricas Brasileiras SA","3.16","4274323756","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ebr",
"EBR/B","Centrais Electricas Brasileiras SA","5.68","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ebr/b",
"CEE","Central Europe and Russia Fund, Inc. (The)","32.95","432730438.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cee",
"CTL","CenturyLink, Inc.","36.95","23124151721","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctl",
"CVO","Cenveo Inc","2.05","130905568.75","n/a","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/cvo",
"CF","CF Industries Holdings, Inc.","191.14","12042633682.98","n/a","2005","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/cf",
"CGG","CGG-Veritas","22.53","3425278098.69","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cgg",
"GIB","CGI Group, Inc.","26.8","7386116367.6","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/gib",
"CHG","CH Energy Group, Inc.","64.92","970942870.8","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/chg",
"CRL","Charles River Laboratories International, Inc.","42.77","2087711822.56","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/crl",
"CLDT","Chatham Lodging Trust (REIT)","17.84","313675011.2","n/a","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cldt",
"CKP","Checkpoint Systms, Inc.","12.8","521964224","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ckp",
"CHE","Chemed Corp.","79.19","1493919983.52","n/a","1971","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/che",
"CHMT","Chemtura Corp.","21.59","2122017236.78","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/chmt",
"CHK","Chesapeake Energy Corporation","20.36","13591680224.76","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/chk",
"CHK^D","Chesapeake Energy Corporation","86.75","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/chk^d",
"CHKR","Chesapeake Granite Wash Trust","15.04","703120000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/chkr",
"CHSP","Chesapeake Lodging Trust","22.96","1115157809.36","n/a","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/chsp",
"CHSP^A","Chesapeake Lodging Trust","26.94","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/chsp^a",
"CPK","Chesapeake Utilities Corporation","50.46","485095948.5","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/cpk",
"CVX","Chevron Corporation","119.64","232424363236.68","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvx",
"CBI","Chicago Bridge & Iron Company N.V.","59.13","6377561408.43","n/a","1997","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cbi",
"CHS","Chico&#39;s FAS, Inc.","17.75","2895646693.75","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/chs",
"CIM","Chimera Investment Corporation","3.26","3349967713.08","n/a","1987","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cim",
"CO","China Cord Blood Corporation.","2.9","211709419.2","n/a","1993","Finance","Business Services","http://www.nasdaq.com/symbol/co",
"STV","China Digital TV Holding Co., Ltd.","1.8","106167402","n/a","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/stv",
"DL","China Distance Education Holdings Limited","5.105","172845753.65","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/dl",
"CEA","China Eastern Airlines Corporation Ltd.","20.87","4706827315.99","n/a","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/cea",
"CHN","China Fund, Inc. (The)","20.78","336095803.12","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/chn",
"CGA","China Green Agriculture, Inc.","3.36","93874499.04","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/cga",
"CHC","China Hydroelectric Corporation","3.02","163069022.3","n/a","1990","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/chc",
"CHC/WS","China Hydroelectric Corporation","0.0488","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/chc/ws",
"LFC","China Life Insurance Company Limited","40.72","76729252479.52","n/a","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/lfc",
"MY","China Ming Yang Wind Power Group Limited","1.29","161250000","n/a","2010","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/my",
"CHL","China Mobile (Hong Kong) Ltd.","53.55","215257918216.95","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/chl",
"NPD","China Nepstar Chain Drugstore Ltd","1.81","178647000","n/a","2007","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/npd",
"BORN","China New Borun Corporation","1.39","35757750","n/a","2010","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/born",
"SNP","China Petroleum & Chemical Corporation","114.06","99027207832.14","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/snp",
"ZNH","China Southern Airlines Company Limited","26.11","5126733487.4","n/a","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/znh",
"CHA","China Telecom Corp Ltd","49.85","40344602000","n/a","2002","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","13.08","30819327450.6","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/chu",
"XNY","China Xiniya Fashion Limited","1.33","75715800.09","n/a","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/xny",
"CYD","China Yuchai International Limited","14.32","533673077.36","n/a","1994","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cyd",
"ZX","China Zenix Auto International Limited","3.04","156894400","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/zx",
"CMG","Chipotle Mexican Grill, Inc.","343.55","10631383554.3","n/a","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cmg",
"CQB","Chiquita Brands International, Inc.","7.68","356380193.28","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cqb",
"CHH","Choice Hotels International, Inc.","43.59","2532772408.83","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/chh",
"CBK","Christopher & Banks Corporation","6.5","240251277.5","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cbk",
"CB","Chubb Corporation (The)","88.92","23174419053.24","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cb",
"CHT","Chunghwa Telecom Co., Ltd.","31.05","24086872935","n/a","1989","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cht",
"CHD","Church & Dwight Company, Inc.","63.36","8753539639.68","n/a","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/chd",
"CBR","Ciber, Inc.","4.78","355581962.96","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/cbr",
"CI","Cigna Corporation","65.27","18671234039.73","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ci",
"HIS","CIGNA High Income Shares","2.3701","129751306.9977","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/his",
"XEC","Cimarex Energy Co","72.53","6267057497.54","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xec",
"CBB","Cincinnati Bell Inc","3.52","716448902.4","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cbb",
"CBB^B","Cincinnati Bell Inc","46.114","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbb^b",
"CNK","Cinemark Holdings Inc","29.15","3350804480.65","n/a","2007","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/cnk",
"CIR","CIRCOR International, Inc.","42.45","743189512.05","n/a","1983","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/cir",
"CIT","CIT Group Inc (DEL)","43.34","8750131293.64","n/a","1997","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cit",
"BLW","Citigroup Inc.","18.62","688096681.58","n/a","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","45.06","137063831305.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c",
"C/WS/A","Citigroup Inc.","0.5499","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c/ws/a",
"C/WS/B","Citigroup Inc.","0.065","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c/ws/b",
"C^C","Citigroup Inc.","25.16","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^c",
"C^E","Citigroup Inc.","25.35","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c^e",
"C^I","Citigroup Inc.","63.4999","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^i",
